Geneid,ENCSR181WYS_1,ENCSR181WYS_2,ENCSR016WFQ_1,ENCSR016WFQ_2
ENSG00000249746,2,2,0,14
ENSG00000250158,0,0,2,0
ENSG00000175426,17,7,10,16
ENSG00000153113,4600,4987,5469,2795
ENSG00000249180,445,420,573,277
ENSG00000164307,3914,4490,5586,2871
ENSG00000248734,256,347,400,202
ENSG00000272109,3,8,8,2
ENSG00000247121,102,184,190,92
ENSG00000164308,190,223,214,170
ENSG00000113441,3088,4119,4210,3125
ENSG00000227836,1,0,7,0
ENSG00000200884,2,4,1,6
ENSG00000213701,8,11,11,6
ENSG00000251513,328,321,300,86
ENSG00000145721,16,19,15,22
ENSG00000058729,1855,2054,1761,1014
ENSG00000206698,0,0,0,0
ENSG00000248758,2,5,7,0
ENSG00000251054,4,0,4,6
ENSG00000249761,0,0,2,0
ENSG00000251389,10,4,20,49
ENSG00000249977,2,4,1,0
ENSG00000250331,3,4,5,0
ENSG00000248931,0,10,4,0
ENSG00000251193,0,0,2,0
ENSG00000248202,6,1,8,1
ENSG00000249101,0,0,0,0
ENSG00000248901,0,8,4,0
ENSG00000249135,3,0,0,0
ENSG00000238000,21,18,4,5
ENSG00000176183,0,0,12,19
ENSG00000250221,4,12,12,17
ENSG00000250830,0,0,0,0
ENSG00000249990,0,3,0,0
ENSG00000249448,0,1,0,1
ENSG00000251102,0,2,0,3
ENSG00000251553,13,19,18,32
ENSG00000174136,12,2,14,4
ENSG00000246763,0,0,0,0
ENSG00000279232,4,2,8,0
ENSG00000250162,0,0,4,0
ENSG00000153922,6162,7380,6727,3935
ENSG00000222610,2,2,5,0
ENSG00000248489,11,13,30,39
ENSG00000200351,0,0,0,0
ENSG00000241597,1,2,18,16
ENSG00000249444,0,0,0,0
ENSG00000206356,0,0,10,0
ENSG00000227762,1,0,17,18
ENSG00000249515,3,0,2,0
ENSG00000248236,0,0,0,0
ENSG00000248928,0,2,0,0
ENSG00000250391,0,2,0,0
ENSG00000249963,6,0,0,0
ENSG00000199378,0,0,0,0
ENSG00000270232,0,8,3,0
ENSG00000270230,0,5,10,2
ENSG00000271687,2,0,1,0
ENSG00000270906,6,11,23,12
ENSG00000270350,0,0,0,0
ENSG00000271480,0,0,0,0
ENSG00000270388,1,2,1,4
ENSG00000270307,10,7,11,10
ENSG00000270225,4,1,2,8
ENSG00000271207,3,1,2,2
ENSG00000274455,0,4,12,0
ENSG00000207077,0,3,0,0
ENSG00000275374,0,0,56,32
ENSG00000273957,0,0,1,0
ENSG00000249787,0,4,0,8
ENSG00000247877,18,8,11,25
ENSG00000174132,95,46,54,80
ENSG00000250806,1,0,0,0
ENSG00000207269,0,0,2,0
ENSG00000113532,84,79,70,46
ENSG00000221263,0,0,0,0
ENSG00000277506,10,0,0,0
ENSG00000251261,0,0,0,0
ENSG00000249495,0,0,6,0
ENSG00000199786,0,0,0,0
ENSG00000248261,0,0,2,0
ENSG00000173930,17,11,20,0
ENSG00000222987,0,0,1,0
ENSG00000205359,3,14,7,0
ENSG00000249017,0,0,0,0
ENSG00000250958,0,1,0,0
ENSG00000247402,8,5,0,0
ENSG00000250682,47,59,32,2
ENSG00000145730,42,63,15,36
ENSG00000175749,0,0,2,0
ENSG00000145723,341,311,321,94
ENSG00000145725,5153,6301,6537,3050
ENSG00000248203,0,4,0,0
ENSG00000181751,831,923,1088,438
ENSG00000250567,2,2,2,2
ENSG00000226926,7,2,5,1
ENSG00000248757,0,0,0,0
ENSG00000112874,1134,1178,1082,726
ENSG00000283462,26,18,3,9
ENSG00000251026,121,102,162,28
ENSG00000201910,0,3,0,0
ENSG00000239808,4,16,18,2
ENSG00000251574,47,22,11,28
ENSG00000278958,0,0,0,0
ENSG00000253776,8,6,0,32
ENSG00000252881,0,0,0,0
ENSG00000253584,41,29,58,29
ENSG00000232159,0,2,0,4
ENSG00000201790,0,0,0,0
ENSG00000251204,12,4,0,0
ENSG00000250145,2,0,2,12
ENSG00000252337,0,0,0,0
ENSG00000251027,4,4,2,0
ENSG00000250273,3,1,9,0
ENSG00000184349,6,2,10,14
ENSG00000249959,2,2,8,3
ENSG00000248827,0,0,2,4
ENSG00000239708,6,2,0,0
ENSG00000251732,0,0,0,0
ENSG00000145743,1066,1345,1349,621
ENSG00000244245,9,12,27,18
ENSG00000272523,121,140,208,109
ENSG00000151422,1113,1593,1446,600
ENSG00000249921,6,8,16,24
ENSG00000250383,0,0,1,4
ENSG00000207404,1,0,1,0
ENSG00000250441,2,9,8,4
ENSG00000206593,0,0,0,0
ENSG00000176857,8,2,6,0
ENSG00000249476,12,23,10,19
ENSG00000198961,8859,9746,9332,4130
ENSG00000248867,0,4,0,1
ENSG00000251367,3,2,0,0
ENSG00000248876,0,0,0,0
ENSG00000248440,0,0,0,0
ENSG00000214794,3,0,0,0
ENSG00000271849,24,17,12,0
ENSG00000112893,2228,2701,2939,2163
ENSG00000202512,3,0,0,0
ENSG00000249068,6,1,1,5
ENSG00000254106,0,0,0,0
ENSG00000253224,0,0,0,0
ENSG00000186952,35,52,45,0
ENSG00000221436,0,0,0,0
ENSG00000207177,1,0,0,0
ENSG00000164209,3180,3689,3349,1686
ENSG00000270779,2,4,5,7
ENSG00000248966,17,8,14,0
ENSG00000248428,6,0,12,0
ENSG00000251627,16,17,0,68
ENSG00000145777,74,72,22,26
ENSG00000253613,0,0,0,0
ENSG00000134987,4502,5477,4650,3057
ENSG00000250728,0,0,0,3
ENSG00000214784,14,37,48,26
ENSG00000152495,32,17,27,20
ENSG00000249318,0,0,0,0
ENSG00000248268,30,43,71,23
ENSG00000164211,2663,2957,3595,1718
ENSG00000246859,153,151,231,137
ENSG00000249619,0,0,0,0
ENSG00000251099,0,0,0,0
ENSG00000134986,15,16,28,6
ENSG00000253057,0,4,0,0
ENSG00000249439,0,0,0,0
ENSG00000250095,0,0,0,0
ENSG00000129595,244,318,235,334
ENSG00000224032,1420,1388,1364,1331
ENSG00000238363,19,19,21,7
ENSG00000250882,2,0,3,0
ENSG00000251187,3,4,2,2
ENSG00000251076,0,5,0,0
ENSG00000248350,0,0,2,7
ENSG00000278921,0,4,1,0
ENSG00000248430,0,0,0,4
ENSG00000251014,10,8,8,10
ENSG00000250358,2,5,0,6
ENSG00000134982,3137,4181,3547,2271
ENSG00000250045,0,5,0,7
ENSG00000212370,0,1,0,5
ENSG00000258864,1602,1437,1319,1096
ENSG00000153037,2413,2315,2181,1835
ENSG00000129625,2632,2651,2691,1879
ENSG00000249947,15,8,11,3
ENSG00000212643,96,137,139,156
ENSG00000172795,10414,12017,13864,6525
ENSG00000171444,69,73,99,75
ENSG00000232633,6,4,8,0
ENSG00000212122,0,0,0,0
ENSG00000251741,0,0,0,0
ENSG00000047188,2570,3171,3031,1890
ENSG00000251628,0,0,0,0
ENSG00000222706,4,1,3,17
ENSG00000080709,6,11,10,13
ENSG00000246316,1,4,0,0
ENSG00000251542,0,0,10,0
ENSG00000251132,0,0,0,0
ENSG00000250242,0,0,0,0
ENSG00000152503,38,36,43,36
ENSG00000250472,4,0,2,0
ENSG00000249791,0,1,0,0
ENSG00000164219,1946,1910,2024,998
ENSG00000271797,165,131,163,65
ENSG00000243304,2,5,23,0
ENSG00000164221,623,674,564,518
ENSG00000250197,4,2,1,0
ENSG00000249026,0,2,10,12
ENSG00000248722,0,0,0,0
ENSG00000249944,0,0,0,0
ENSG00000249433,0,0,0,0
ENSG00000250444,11,16,13,6
ENSG00000145780,824,942,982,613
ENSG00000251201,2164,2133,2306,1371
ENSG00000243414,581,557,580,337
ENSG00000249249,552,671,762,390
ENSG00000134970,4924,5361,5415,3639
ENSG00000249021,0,0,0,0
ENSG00000248709,0,0,2,0
ENSG00000251118,0,2,0,2
ENSG00000222598,2,2,3,0
ENSG00000129596,3,3,13,3
ENSG00000145782,2339,2544,2756,1985
ENSG00000177879,2650,2682,3304,1690
ENSG00000172901,222,217,157,71
ENSG00000248295,2,4,0,0
ENSG00000268223,11,0,10,0
ENSG00000185641,184,227,350,265
ENSG00000272265,9,6,2,0
ENSG00000271918,181,195,224,115
ENSG00000145781,756,922,1038,519
ENSG00000212457,0,0,10,4
ENSG00000232916,2,0,1,0
ENSG00000250015,5,7,13,6
ENSG00000092421,124,125,153,281
ENSG00000248445,44,75,66,81
ENSG00000239528,0,0,8,4
ENSG00000249167,1,1,0,6
ENSG00000197575,0,4,4,11
ENSG00000251311,11,0,1,2
ENSG00000249150,0,2,0,0
ENSG00000250650,0,0,0,0
ENSG00000250949,1,1,0,2
ENSG00000243758,0,0,0,0
ENSG00000248663,5,5,6,16
ENSG00000251477,0,2,2,0
ENSG00000249582,2,0,6,0
ENSG00000249797,0,10,2,25
ENSG00000250427,1,0,5,17
ENSG00000250891,8,12,4,13
ENSG00000249551,2,4,9,5
ENSG00000249128,2,0,2,0
ENSG00000238904,0,0,0,0
ENSG00000249426,9,2,0,0
ENSG00000169570,648,665,620,375
ENSG00000197744,77,170,166,138
ENSG00000283498,220,135,158,181
ENSG00000249494,10,11,8,1
ENSG00000223179,0,1,0,0
ENSG00000250678,0,0,0,0
ENSG00000250928,0,3,0,2
ENSG00000172869,4017,5057,5039,2458
ENSG00000248885,7,6,5,0
ENSG00000248979,0,0,0,0
ENSG00000206786,4,1,0,0
ENSG00000264536,0,1,0,0
ENSG00000145779,1628,1462,2202,1348
ENSG00000243333,0,0,0,8
ENSG00000202092,0,0,0,0
ENSG00000133835,7087,7107,7496,3971
ENSG00000213663,0,0,0,6
ENSG00000249919,2,0,1,24
ENSG00000164334,2,0,13,12
ENSG00000250895,0,0,0,2
ENSG00000234259,0,2,6,0
ENSG00000251293,0,0,0,0
ENSG00000251975,0,0,0,0
ENSG00000261036,0,0,0,0
ENSG00000184838,2,0,12,2
ENSG00000270741,0,0,1,0
ENSG00000222609,0,0,0,0
ENSG00000248927,0,0,2,9
ENSG00000251135,0,0,0,0
ENSG00000248853,1,0,0,0
ENSG00000250847,1,0,0,0
ENSG00000229855,15,15,5,4
ENSG00000279860,0,9,0,0
ENSG00000244088,0,0,2,0
ENSG00000213661,2,0,4,10
ENSG00000249600,0,0,0,0
ENSG00000181867,0,0,0,0
ENSG00000151304,775,880,836,607
ENSG00000113083,24,14,11,11
ENSG00000247311,10,12,8,17
ENSG00000164185,6,17,19,18
ENSG00000250803,4,2,5,20
ENSG00000249610,0,2,0,2
ENSG00000272139,0,0,0,0
ENSG00000064692,8,6,4,16
ENSG00000249621,1,14,0,0
ENSG00000249916,0,1,0,0
ENSG00000250328,14,11,7,0
ENSG00000251538,19,9,2,25
ENSG00000240058,14,0,0,0
ENSG00000205302,3773,3887,4158,2375
ENSG00000260686,38,17,20,16
ENSG00000064652,536,703,712,414
ENSG00000263432,6,18,2,0
ENSG00000168938,626,582,408,393
ENSG00000249996,137,109,103,96
ENSG00000276047,8,6,0,20
ENSG00000223652,0,0,0,0
ENSG00000061455,8,29,2,32
ENSG00000213655,13,1,0,0
ENSG00000168944,2112,2299,2359,1238
ENSG00000250539,31,41,59,45
ENSG00000249400,0,2,3,4
ENSG00000279772,0,0,6,0
ENSG00000151292,2226,2755,2810,1224
ENSG00000235275,2,4,14,35
ENSG00000253807,2,3,5,0
ENSG00000250862,0,0,2,4
ENSG00000251421,2,1,0,0
ENSG00000248600,0,0,3,0
ENSG00000251214,2,0,0,0
ENSG00000250438,0,3,0,0
ENSG00000248296,6,4,6,0
ENSG00000168916,527,446,584,203
ENSG00000249112,2,1,0,0
ENSG00000251456,0,0,8,0
ENSG00000242814,38,47,69,53
ENSG00000260192,98,110,120,110
ENSG00000248443,2,2,0,32
ENSG00000249261,0,0,0,0
ENSG00000250194,2,10,2,0
ENSG00000250721,0,0,0,0
ENSG00000222107,2,5,2,4
ENSG00000250402,0,0,6,0
ENSG00000249950,0,0,0,0
ENSG00000249904,0,0,0,0
ENSG00000241888,1,11,0,0
ENSG00000248752,0,2,0,0
ENSG00000248107,0,0,0,0
ENSG00000155324,108,85,78,78
ENSG00000250602,16,6,16,14
ENSG00000279118,13,9,17,0
ENSG00000164904,50,44,118,119
ENSG00000202082,0,0,0,0
ENSG00000164902,1896,2011,1972,1599
ENSG00000230929,6,0,13,12
ENSG00000196900,1,0,12,0
ENSG00000213630,2,2,6,0
ENSG00000249768,0,0,4,0
ENSG00000251072,15,4,10,19
ENSG00000252185,0,0,2,14
ENSG00000113368,12947,13896,16602,9259
ENSG00000173926,1452,1483,1599,1178
ENSG00000164241,222,265,245,241
ENSG00000279446,2,0,0,0
ENSG00000214743,0,0,0,0
ENSG00000250080,12,6,0,0
ENSG00000271585,2,0,2,0
ENSG00000250956,0,2,0,0
ENSG00000283897,14,10,24,32
ENSG00000145794,33,14,21,28
ENSG00000249577,0,0,0,0
ENSG00000271766,0,0,0,0
ENSG00000250859,4,24,25,30
ENSG00000164244,4452,5165,4417,2514
ENSG00000282925,0,0,0,4
ENSG00000205279,0,3,4,0
ENSG00000248799,7,4,4,2
ENSG00000230561,38,28,58,37
ENSG00000251032,7,0,8,6
ENSG00000250603,2,0,0,0
ENSG00000245937,1232,1222,1419,1056
ENSG00000064651,2452,2929,3137,1949
ENSG00000250329,0,0,5,0
ENSG00000138829,25,35,18,52
ENSG00000207290,2,0,0,0
ENSG00000113396,647,666,784,612
ENSG00000248634,0,0,0,0
ENSG00000066583,3887,4171,4824,2785
ENSG00000264563,0,0,9,0
ENSG00000265691,0,0,0,0
ENSG00000249421,0,0,4,0
ENSG00000145808,10,6,16,14
ENSG00000251680,7,7,7,16
ENSG00000186367,2,2,4,5
ENSG00000198108,28,10,0,15
ENSG00000221562,0,0,0,0
ENSG00000199455,0,0,0,0
ENSG00000248610,0,0,0,0
ENSG00000252514,0,0,0,0
ENSG00000249312,0,0,0,0
ENSG00000249418,0,0,0,2
ENSG00000244192,1,2,4,2
ENSG00000250405,0,0,24,0
ENSG00000248955,0,0,5,0
ENSG00000169567,8001,7943,10170,7768
ENSG00000186687,4257,5252,5284,4298
ENSG00000158985,4350,4940,5492,3087
ENSG00000279370,1,4,0,0
ENSG00000158987,2100,2589,2532,1321
ENSG00000273217,1804,2190,2106,935
ENSG00000275939,9,0,3,0
ENSG00000217128,3338,4245,3588,2141
ENSG00000279584,2,7,15,12
ENSG00000239642,2,2,7,0
ENSG00000281938,294,262,228,85
ENSG00000234758,47,25,30,21
ENSG00000164398,501,499,371,181
ENSG00000223548,3,4,6,0
ENSG00000231585,10,6,8,0
ENSG00000164399,5,11,16,15
ENSG00000164400,0,0,0,0
ENSG00000253067,0,0,0,0
ENSG00000227616,11,4,1,0
ENSG00000235775,0,0,1,0
ENSG00000224015,46,24,51,19
ENSG00000237714,442,338,327,248
ENSG00000072682,4262,4296,3677,2285
ENSG00000224431,30,40,19,14
ENSG00000283678,0,1,0,0
ENSG00000131435,2220,1902,2376,1424
ENSG00000197208,460,615,530,470
ENSG00000233006,385,404,341,225
ENSG00000263597,15,8,18,9
ENSG00000197375,1725,1872,2002,1431
ENSG00000197536,513,539,559,350
ENSG00000283782,7763,8839,7959,4229
ENSG00000238160,23,19,28,32
ENSG00000202533,3,0,0,2
ENSG00000234290,34,25,26,14
ENSG00000125347,1224,1325,1554,930
ENSG00000113525,0,9,7,9
ENSG00000113522,8257,9283,8522,4383
ENSG00000223442,833,919,919,617
ENSG00000169194,10,2,4,0
ENSG00000113520,0,1,5,2
ENSG00000230612,13,25,22,12
ENSG00000131437,993,1247,967,610
ENSG00000205089,212,196,428,103
ENSG00000164402,11139,12470,19703,10221
ENSG00000198944,11,14,14,0
ENSG00000272203,1,6,7,6
ENSG00000164403,2816,3377,4084,4168
ENSG00000201274,0,1,0,0
ENSG00000164404,2125,1692,1971,1505
ENSG00000164405,6099,5049,5693,4361
ENSG00000164406,108,132,148,121
ENSG00000072364,6240,7798,6335,2992
ENSG00000235253,15,10,5,36
ENSG00000202417,0,0,0,0
ENSG00000225364,2,0,5,18
ENSG00000272023,6,2,4,0
ENSG00000229738,0,4,4,6
ENSG00000199677,3,0,2,0
ENSG00000155329,1188,1489,1433,1001
ENSG00000248648,1,8,19,34
ENSG00000170606,17713,18745,18063,10508
ENSG00000279691,9,12,23,10
ENSG00000251616,4,8,0,0
ENSG00000248245,3,2,8,2
ENSG00000240611,0,4,0,8
ENSG00000053108,8,28,58,36
ENSG00000249478,7,6,2,0
ENSG00000250244,10,0,7,0
ENSG00000250409,4,0,6,7
ENSG00000221287,0,0,0,0
ENSG00000280104,0,0,0,0
ENSG00000279197,0,0,0,0
ENSG00000251243,0,0,0,0
ENSG00000249073,0,0,3,24
ENSG00000113583,2396,2840,2812,1742
ENSG00000213585,12031,11814,13330,9748
ENSG00000271737,12,21,12,19
ENSG00000271128,0,0,2,1
ENSG00000081059,647,723,1006,740
ENSG00000113558,11133,11698,11939,8341
ENSG00000272772,5316,5070,5804,3494
ENSG00000113575,11497,11720,12265,7542
ENSG00000273345,2386,2212,2449,1345
ENSG00000266751,1532,1298,1709,888
ENSG00000270177,28,5,34,34
ENSG00000239615,0,3,4,8
ENSG00000006837,144,107,110,88
ENSG00000119048,3204,3192,3116,1977
ENSG00000279469,0,2,13,2
ENSG00000248559,12,22,16,18
ENSG00000237190,2000,2029,2489,1873
ENSG00000243648,15,11,12,25
ENSG00000250564,0,1,12,2
ENSG00000250994,0,0,3,0
ENSG00000207222,0,0,0,0
ENSG00000251169,2,18,36,2
ENSG00000240250,0,0,11,18
ENSG00000280420,0,6,11,0
ENSG00000043143,1875,1935,2829,1826
ENSG00000152700,3985,4583,4092,2457
ENSG00000207459,0,1,2,1
ENSG00000113615,4059,4836,4279,2245
ENSG00000201298,0,0,0,0
ENSG00000222266,2,4,8,0
ENSG00000164615,1724,1929,2448,1459
ENSG00000145833,8962,9538,8807,6733
ENSG00000241179,0,2,0,4
ENSG00000181904,3691,4956,4670,2671
ENSG00000270892,0,0,2,2
ENSG00000113621,726,727,944,651
ENSG00000132570,658,695,820,504
ENSG00000279799,39,27,123,78
ENSG00000244921,9,6,44,18
ENSG00000249119,15,18,42,30
ENSG00000248923,11,21,70,59
ENSG00000247627,61,113,181,181
ENSG00000198868,1,0,12,9
ENSG00000263963,0,0,1,0
ENSG00000249192,0,0,7,9
ENSG00000152705,40,45,79,22
ENSG00000069011,10542,11669,13698,13208
ENSG00000224186,3068,3248,3714,2538
ENSG00000277619,25,48,35,39
ENSG00000249082,2,4,9,0
ENSG00000248753,0,0,0,0
ENSG00000248482,0,0,0,0
ENSG00000249647,0,0,10,0
ENSG00000113648,13871,13886,16125,10653
ENSG00000270021,44,75,72,50
ENSG00000251380,2,0,0,0
ENSG00000255833,8,0,11,0
ENSG00000249639,4,6,3,6
ENSG00000181965,0,0,6,0
ENSG00000250167,17,5,6,47
ENSG00000145824,13,9,0,0
ENSG00000145832,31,19,40,53
ENSG00000251045,5,0,0,0
ENSG00000223539,3,0,7,1
ENSG00000265924,0,0,0,0
ENSG00000250378,6,4,30,50
ENSG00000145839,0,0,0,18
ENSG00000254239,0,0,0,0
ENSG00000253927,3,0,10,4
ENSG00000145826,10,2,0,12
ENSG00000164616,6,4,2,4
ENSG00000120708,15,14,41,60
ENSG00000270123,0,0,0,0
ENSG00000278815,0,0,0,0
ENSG00000164621,7,9,9,0
ENSG00000277859,4,4,1,0
ENSG00000113658,4354,5406,4698,2279
ENSG00000275646,0,1,0,0
ENSG00000277524,0,0,1,0
ENSG00000274934,0,0,1,0
ENSG00000271824,2,0,0,0
ENSG00000069018,5,2,16,0
ENSG00000248211,0,1,8,0
ENSG00000250947,2,3,2,0
ENSG00000279240,5,2,0,0
ENSG00000248351,8,3,0,4
ENSG00000213568,5,0,10,12
ENSG00000249803,151,130,226,55
ENSG00000250284,48,59,73,20
ENSG00000248616,6,4,14,8
ENSG00000222285,0,0,0,0
ENSG00000152377,18,8,3,4
ENSG00000146021,338,337,326,214
ENSG00000216009,0,0,0,0
ENSG00000177733,16485,15567,22850,13179
ENSG00000270697,0,8,0,0
ENSG00000226306,10,0,0,0
ENSG00000250159,159,192,180,147
ENSG00000120729,90,102,115,102
ENSG00000078795,361,523,444,258
ENSG00000031003,2258,2868,2424,1419
ENSG00000246323,179,151,129,83
ENSG00000250260,0,2,2,0
ENSG00000222924,0,0,0,0
ENSG00000061492,7,8,30,28
ENSG00000112981,4,0,4,7
ENSG00000212460,0,0,0,0
ENSG00000199880,0,0,1,0
ENSG00000112983,7529,7410,8449,5492
ENSG00000112984,3018,2988,4173,2211
ENSG00000094880,3809,4224,4739,2719
ENSG00000146013,26,6,46,36
ENSG00000249851,1,1,3,1
ENSG00000158402,1173,1289,2220,1091
ENSG00000120709,5703,6534,7363,4548
ENSG00000249971,713,793,811,640
ENSG00000120733,11241,12745,13471,6760
ENSG00000132563,88,152,222,92
ENSG00000271196,0,0,6,0
ENSG00000120738,12156,12199,17213,6661
ENSG00000241458,4,6,5,38
ENSG00000120705,14215,14779,15191,9245
ENSG00000113013,30478,32322,32143,20866
ENSG00000222937,28,36,50,36
ENSG00000206989,12,25,19,11
ENSG00000044115,11709,12421,12890,6939
ENSG00000232174,1,1,20,0
ENSG00000238745,0,1,0,0
ENSG00000253404,0,0,1,2
ENSG00000146006,8,25,16,27
ENSG00000120725,1663,1697,2167,1536
ENSG00000201532,0,0,0,0
ENSG00000249593,278,371,400,270
ENSG00000242683,6,12,7,6
ENSG00000252533,1,0,0,0
ENSG00000280987,23522,25657,26337,14629
ENSG00000281398,1799,2080,1825,2286
ENSG00000252213,0,18,9,10
ENSG00000200959,5,8,11,11
ENSG00000015479,22989,25115,25706,14123
ENSG00000199545,0,1,5,0
ENSG00000253015,0,2,0,0
ENSG00000120727,6404,6206,7103,3827
ENSG00000272742,2256,2486,2611,1428
ENSG00000170482,35,55,71,82
ENSG00000170476,6,6,24,0
ENSG00000228672,553,552,793,489
ENSG00000170469,212,231,268,167
ENSG00000170464,483,587,669,240
ENSG00000279686,6,6,29,4
ENSG00000200378,0,0,0,0
ENSG00000249751,6,3,29,4
ENSG00000283288,10,2,41,62
ENSG00000184584,3604,4053,7842,4148
ENSG00000249689,4,2,8,22
ENSG00000249215,6,7,22,4
ENSG00000131508,6470,6338,8309,5178
ENSG00000207020,2,1,2,0
ENSG00000275506,12,8,9,2
ENSG00000272255,4,6,2,0
ENSG00000171604,6527,7143,9514,5970
ENSG00000250635,106,92,159,79
ENSG00000249526,4,5,5,16
ENSG00000200756,0,0,0,2
ENSG00000249131,0,0,0,0
ENSG00000251387,4,0,18,0
ENSG00000271792,2,0,11,0
ENSG00000146005,31,16,78,72
ENSG00000158458,27,6,20,2
ENSG00000250692,0,0,2,0
ENSG00000207317,0,0,0,0
ENSG00000245146,165,237,204,103
ENSG00000185129,4778,5331,5553,3658
ENSG00000182700,306,349,272,156
ENSG00000254363,56,28,70,49
ENSG00000120306,3960,3464,4440,2553
ENSG00000250069,6,3,23,0
ENSG00000113068,2149,2399,2702,1940
ENSG00000113070,64,49,42,106
ENSG00000253965,2,3,10,2
ENSG00000113073,17,20,114,94
ENSG00000249637,77,66,95,62
ENSG00000222790,2,1,0,0
ENSG00000131503,13779,14866,15201,9833
ENSG00000254996,13864,15033,15300,9886
ENSG00000200051,0,0,0,11
ENSG00000213523,3856,3833,4228,4023
ENSG00000243056,171,254,242,195
ENSG00000113108,1989,2259,2248,1917
ENSG00000283155,384,456,414,263
ENSG00000283717,2,9,1,2
ENSG00000176087,9861,10021,10726,7249
ENSG00000283602,12,8,25,18
ENSG00000200235,1,1,4,0
ENSG00000251453,4,4,1,0
ENSG00000240518,0,0,9,22
ENSG00000170458,6,18,17,16
ENSG00000131495,4719,3782,4439,3152
ENSG00000113119,1334,1468,2055,1215
ENSG00000113141,10698,9845,10353,7796
ENSG00000284325,805,630,678,361
ENSG00000120314,4613,4880,5949,4478
ENSG00000256453,1195,1344,1742,1369
ENSG00000170445,4533,4976,5866,4113
ENSG00000112855,2292,2292,2335,1632
ENSG00000146007,3597,3043,3618,2963
ENSG00000199990,4,0,1,12
ENSG00000202111,7,0,2,6
ENSG00000202515,0,1,0,8
ENSG00000250515,2,0,3,4
ENSG00000248106,0,0,0,0
ENSG00000204970,5,2,16,0
ENSG00000279726,0,2,7,6
ENSG00000204969,11,4,2,0
ENSG00000255408,13,6,4,7
ENSG00000204967,43,12,14,51
ENSG00000204965,15,23,14,20
ENSG00000081842,7,2,4,5
ENSG00000204963,3,1,4,6
ENSG00000204962,5,2,2,2
ENSG00000204961,3,6,34,0
ENSG00000278907,0,0,0,0
ENSG00000250120,7,6,2,1
ENSG00000249504,0,2,0,0
ENSG00000278946,0,0,0,0
ENSG00000249158,3,0,2,0
ENSG00000251664,7,4,2,0
ENSG00000278915,0,2,0,0
ENSG00000278901,0,0,0,0
ENSG00000239389,3,2,2,0
ENSG00000248383,9,4,10,0
ENSG00000279028,0,0,0,0
ENSG00000243232,3,6,10,16
ENSG00000279047,0,14,22,0
ENSG00000171815,10,17,11,32
ENSG00000279558,2,0,7,2
ENSG00000112852,6,36,29,0
ENSG00000272154,12,0,3,0
ENSG00000113205,10,0,4,0
ENSG00000272108,6,0,0,0
ENSG00000081818,6,10,7,0
ENSG00000113209,4,2,10,0
ENSG00000280029,4,0,0,0
ENSG00000113211,0,0,6,0
ENSG00000255622,0,1,0,0
ENSG00000280336,2,0,2,0
ENSG00000113212,2,0,0,0
ENSG00000120322,0,0,2,0
ENSG00000279472,1,0,0,0
ENSG00000272674,10,0,0,0
ENSG00000279068,6,0,1,0
ENSG00000278936,0,0,8,0
ENSG00000177839,9,12,4,8
ENSG00000279375,0,2,4,0
ENSG00000120324,0,0,0,0
ENSG00000197479,4,2,22,0
ENSG00000120328,4,6,0,2
ENSG00000187372,8,6,0,4
ENSG00000120327,8,28,8,6
ENSG00000279983,10,1,0,0
ENSG00000146001,0,0,8,12
ENSG00000262096,4,0,0,0
ENSG00000113248,18,10,5,2
ENSG00000277795,0,6,0,0
ENSG00000178913,8015,8093,9280,5969
ENSG00000120329,0,3,16,20
ENSG00000272070,111,89,97,88
ENSG00000204956,83,179,179,110
ENSG00000081853,65,84,121,68
ENSG00000254245,61,75,105,84
ENSG00000254221,54,96,113,76
ENSG00000280026,2,2,2,0
ENSG00000262576,64,86,105,90
ENSG00000253910,78,146,166,96
ENSG00000253485,73,109,109,76
ENSG00000262209,91,96,154,70
ENSG00000253731,118,167,157,178
ENSG00000253537,57,78,107,90
ENSG00000253953,51,63,93,74
ENSG00000253767,52,71,103,77
ENSG00000276547,94,93,119,92
ENSG00000261934,69,74,91,92
ENSG00000253305,71,68,126,99
ENSG00000253846,47,80,109,96
ENSG00000254122,43,70,89,70
ENSG00000253873,49,58,90,72
ENSG00000248449,6,0,0,0
ENSG00000279855,2,0,0,0
ENSG00000253159,51,62,85,69
ENSG00000276545,10,0,22,0
ENSG00000273557,9,5,9,14
ENSG00000240184,49,59,109,68
ENSG00000242020,8,0,0,0
ENSG00000242419,43,58,83,70
ENSG00000240764,43,62,84,82
ENSG00000131504,23194,25642,28371,20658
ENSG00000246422,10,8,6,16
ENSG00000240974,0,8,4,15
ENSG00000228737,1010,1067,1465,740
ENSG00000171720,6060,6508,8111,5297
ENSG00000164620,1727,1940,2176,2061
ENSG00000197948,3236,3634,3961,3158
ENSG00000120318,1713,1615,2998,1389
ENSG00000278925,0,0,14,0
ENSG00000156453,352,369,663,291
ENSG00000226040,1,0,2,4
ENSG00000081791,3233,3656,4644,2922
ENSG00000113555,28,17,52,0
ENSG00000271871,4,0,4,0
ENSG00000013561,3565,3926,3723,2032
ENSG00000254099,238,209,274,115
ENSG00000113552,3447,3394,3937,2531
ENSG00000250347,1,0,3,0
ENSG00000131507,4905,5387,5242,3696
ENSG00000280047,54,22,28,43
ENSG00000187678,1098,1281,1511,913
